CLAVE,CODIGO,ITEM,RESULTADO,DETALLES
29860000307658401016|2610989,29860000307658401016,2610989,CUMPLE,Item: 2610989 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: PANTALÓN PARA MUJER DE ALGODÓN
29860000307658601010|2395291,29860000307658601010,2395291,CUMPLE,Item: 2395291 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: CINTA PARA RAQUETA
29860000307658701017|2421904,29860000307658701017,2421904,CUMPLE,Item: 2421904 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: GORRA
29860000307658801014|1463913,29860000307658801014,1463913,CUMPLE,Item: 1463913 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: TIMBRE
29860000307658901011|2176146,29860000307658901011,2176146,CUMPLE,Item: 2176146 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CUBRESILLIN
29860000307659001019|2178164,29860000307659001019,2178164,CUMPLE,Item: 2178164 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: CAJA DE HERRAMIENTAS PARA BICICILETA
29860000307659101016|2219696,29860000307659101016,2219696,SIN DATOS,No se encontró información en el reporte
29860000307659201013|2546103,29860000307659201013,2546103,CUMPLE,Item: 2546103 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CAMISA PARA SURF PARA HOMBRE DE FIBRAS SINTETICAS
29860000307659301010|2650728,29860000307659301010,2650728,CUMPLE,Item: 2650728 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ALMOHADILLA PARA PRACTICA DE PILATES
29860000307699201011|4449798,29860000307699201011,4449798,SIN DATOS,No se encontró información en el reporte
29860000307699301018|5274717,29860000307699301018,5274717,INSPECCIÓN,Item: 5274717 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: ALBORNOCES DE BAÑO UNISEX PARA NIÑOS DE FIBRAS SINTETICAS
29860000307701001017|4270721,29860000307701001017,4270721,INSPECCIÓN,Item: 4270721 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307701101014|4270721,29860000307701101014,4270721,INSPECCIÓN,Item: 4270721 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307701201011|4270721,29860000307701201011,4270721,INSPECCIÓN,Item: 4270721 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307701301018|4270727,29860000307701301018,4270727,INSPECCIÓN,Item: 4270727 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307701401015|4270727,29860000307701401015,4270727,INSPECCIÓN,Item: 4270727 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307702101015|4270728,29860000307702101015,4270728,INSPECCIÓN,Item: 4270728 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307702201012|4270729,29860000307702201012,4270729,CUMPLE,Item: 4270729 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307702701017|4361593,29860000307702701017,4361593,INSPECCIÓN,Item: 4361593 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: GUANTES DE FIBRAS SINTETICAS
29900000171496501019|4934746,29900000171496501019,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171496601016|4934746,29900000171496601016,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171496701013|4934746,29900000171496701013,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171496801010|4934746,29900000171496801010,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171496901017|4934746,29900000171496901017,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171497001015|4934746,29900000171497001015,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171497101012|4934746,29900000171497101012,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171497201019|4934746,29900000171497201019,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171497301016|4934746,29900000171497301016,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171497401013|4934746,29900000171497401013,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171497501010|4934746,29900000171497501010,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171497601017|4934746,29900000171497601017,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171497701014|4934746,29900000171497701014,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171497801011|4934746,29900000171497801011,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171497901018|4934746,29900000171497901018,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171498001016|4934746,29900000171498001016,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171498101013|4934746,29900000171498101013,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171370401011|4198617,29900000171370401011,4198617,CUMPLE,Item: 4198617 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MANUFACTURAS DE PLASTICO FIDEOS DE PISCINA
29900000171370501018|4198617,29900000171370501018,4198617,CUMPLE,Item: 4198617 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MANUFACTURAS DE PLASTICO FIDEOS DE PISCINA
29900000171370601015|4198617,29900000171370601015,4198617,CUMPLE,Item: 4198617 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MANUFACTURAS DE PLASTICO FIDEOS DE PISCINA
29900000171370701012|4198617,29900000171370701012,4198617,CUMPLE,Item: 4198617 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MANUFACTURAS DE PLASTICO FIDEOS DE PISCINA
29900000171370801019|4198617,29900000171370801019,4198617,CUMPLE,Item: 4198617 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MANUFACTURAS DE PLASTICO FIDEOS DE PISCINA
29900000171370901016|4198617,29900000171370901016,4198617,CUMPLE,Item: 4198617 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MANUFACTURAS DE PLASTICO FIDEOS DE PISCINA
29900000171371001014|4198617,29900000171371001014,4198617,CUMPLE,Item: 4198617 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MANUFACTURAS DE PLASTICO FIDEOS DE PISCINA
29900000171371101011|4198617,29900000171371101011,4198617,CUMPLE,Item: 4198617 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MANUFACTURAS DE PLASTICO FIDEOS DE PISCINA
29900000171455101012|4836080,29900000171455101012,4836080,CUMPLE,Item: 4836080 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: KIT SACO Y GUANTES DE BOXEO
29900000171455201019|4836080,29900000171455201019,4836080,CUMPLE,Item: 4836080 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: KIT SACO Y GUANTES DE BOXEO
29900000171458901011|4581618,29900000171458901011,4581618,INSPECCIÓN,Item: 4581618 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: KIT TIRO CON ARCO (ARCO FLECHAS Y DIANA)
29900000171376101016|2017322,29900000171376101016,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171376201013|2017322,29900000171376201013,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171376301010|2017322,29900000171376301010,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171376401017|2017322,29900000171376401017,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171376501014|2017322,29900000171376501014,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171376601011|2017322,29900000171376601011,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171376701018|2017322,29900000171376701018,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171376801015|2017322,29900000171376801015,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171376901012|2017322,29900000171376901012,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171377001010|2017322,29900000171377001010,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171377101017|2017322,29900000171377101017,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171377201014|2017322,29900000171377201014,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171377301011|2017322,29900000171377301011,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171377401018|2017322,29900000171377401018,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171377501015|2017322,29900000171377501015,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171377601012|2017322,29900000171377601012,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29900000171377701019|2017322,29900000171377701019,2017322,CUMPLE,Item: 2017322 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESA DE 16 KG)
29860000307545901010|5086578,29860000307545901010,5086578,CUMPLE,Item: 5086578 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: PANTALON PARA HOMBRE DE FIBRAS SINTETICAS
29900000171295201015|2526777,29900000171295201015,2526777,CUMPLE,Item: 2526777 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: DISCO DE HULE DE FISICOCULTURISMO 50MM 10KG
29900000171295301012|2526777,29900000171295301012,2526777,CUMPLE,Item: 2526777 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: DISCO DE HULE DE FISICOCULTURISMO 50MM 10KG
29900000171295901014|4361147,29900000171295901014,4361147,CUMPLE,Item: 4361147 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: KIT DE MANCUERNA Y BARRA PARA PESA DE 50 KG
29900000171296001012|4361147,29900000171296001012,4361147,CUMPLE,Item: 4361147 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: KIT DE MANCUERNA Y BARRA PARA PESA DE 50 KG
29900000171373801012|2017319,29900000171373801012,2017319,CUMPLE,Item: 2017319 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 8 KG )
29900000171425801010|4934746,29900000171425801010,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171425901017|4934746,29900000171425901017,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171452901015|4132392,29900000171452901015,4132392,CUMPLE,Item: 4132392 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (MANCUERNA 10  KG)
29900000171453001013|4132392,29900000171453001013,4132392,CUMPLE,Item: 4132392 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (MANCUERNA 10  KG)
29900000171453101010|4132392,29900000171453101010,4132392,CUMPLE,Item: 4132392 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (MANCUERNA 10  KG)
29900000171454401012|4771991,29900000171454401012,4771991,CUMPLE,Item: 4771991 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: CHALECO DE CULTURISMO CON PESO AJUSTABLE DE 6 A 10 KG (CHALECO LASTRADO)
29900000171454501019|4771991,29900000171454501019,4771991,CUMPLE,Item: 4771991 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: CHALECO DE CULTURISMO CON PESO AJUSTABLE DE 6 A 10 KG (CHALECO LASTRADO)
29900000171454601016|4771991,29900000171454601016,4771991,CUMPLE,Item: 4771991 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: CHALECO DE CULTURISMO CON PESO AJUSTABLE DE 6 A 10 KG (CHALECO LASTRADO)
29900000171454701013|4771991,29900000171454701013,4771991,CUMPLE,Item: 4771991 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: CHALECO DE CULTURISMO CON PESO AJUSTABLE DE 6 A 10 KG (CHALECO LASTRADO)
29900000171454801010|4771991,29900000171454801010,4771991,CUMPLE,Item: 4771991 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: CHALECO DE CULTURISMO CON PESO AJUSTABLE DE 6 A 10 KG (CHALECO LASTRADO)
29900000171454901017|4771991,29900000171454901017,4771991,CUMPLE,Item: 4771991 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: CHALECO DE CULTURISMO CON PESO AJUSTABLE DE 6 A 10 KG (CHALECO LASTRADO)
29900000171455001015|4771991,29900000171455001015,4771991,CUMPLE,Item: 4771991 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: CHALECO DE CULTURISMO CON PESO AJUSTABLE DE 6 A 10 KG (CHALECO LASTRADO)
29900000171456701015|5132347,29900000171456701015,5132347,INSPECCIÓN,Item: 5132347 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE GIMNASIO PARA TOBILLOS Y MUÑECAS 2X1 KG)
29900000171456801012|5132347,29900000171456801012,5132347,INSPECCIÓN,Item: 5132347 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE GIMNASIO PARA TOBILLOS Y MUÑECAS 2X1 KG)
29900000171456901019|5132347,29900000171456901019,5132347,INSPECCIÓN,Item: 5132347 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE GIMNASIO PARA TOBILLOS Y MUÑECAS 2X1 KG)
29900000171457001017|5132347,29900000171457001017,5132347,INSPECCIÓN,Item: 5132347 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE GIMNASIO PARA TOBILLOS Y MUÑECAS 2X1 KG)
29900000171268701012|1546601,29900000171268701012,1546601,SIN DATOS,No se encontró información en el reporte
29900000171273601017|2017319,29900000171273601017,2017319,CUMPLE,Item: 2017319 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 8 KG )
29900000171291601019|4198619,29900000171291601019,4198619,INSPECCIÓN,Item: 4198619 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: MANUFACTURAS DE PLASTICO FIDEOS DE PISCINA
29900000171300001014|2762988,29900000171300001014,2762988,INSPECCIÓN,Item: 2762988 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: CARRITO PARA LLEVAR LA MOCHILA CON LOS PALOS DE GOLF
29900000171478601014|4934746,29900000171478601014,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171478701011|4934746,29900000171478701011,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171478801018|4934746,29900000171478801018,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171478901015|4934746,29900000171478901015,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171479001013|4934746,29900000171479001013,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171479101010|4934746,29900000171479101010,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171479201017|4934746,29900000171479201017,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171479301014|4934746,29900000171479301014,4934746,CUMPLE,Item: 4934746 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (DISCO PESAS DE 5 KG )
29900000171489901013|712785,29900000171489901013,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171490001018|712785,29900000171490001018,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171490101015|712785,29900000171490101015,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171490201012|712785,29900000171490201012,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171490301019|712785,29900000171490301019,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171490401016|712785,29900000171490401016,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171490501013|712785,29900000171490501013,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171490601010|712785,29900000171490601010,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171490701017|712785,29900000171490701017,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171490801014|712785,29900000171490801014,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171490901011|712785,29900000171490901011,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171491001019|712785,29900000171491001019,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29860000307659501014|4517768,29860000307659501014,4517768,SIN DATOS,No se encontró información en el reporte
29860000307661901011|2893178,29860000307661901011,2893178,INSPECCIÓN,Item: 2893178 - Tipo: ADHERIBLE - NOM: NOM-015-SCFI-2007 - Criterio: REVISADO - Descripción: BALON DE FUTBOL
29860000307663101017|4004216,29860000307663101017,4004216,INSPECCIÓN,Item: 4004216 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio:  - Descripción: PATINES EN LINEA
29860000307664301012|4804177,29860000307664301012,4804177,CUMPLE,"Item: 4804177 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: KIT DE PROTECCION (RODILLERAS, CODERAS Y MUÑEQUERAS)"
29860000307667001014|5415809,29860000307667001014,5415809,CUMPLE,Item: 5415809 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: TRAJE DE BAÑO PARA MUJER FIBRAS SINTETICAS
29860000307668101012|5411338,29860000307668101012,5411338,CUMPLE,Item: 5411338 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: CAMISETA PARA HOMBRE DE FIBRAS SINTETICAS
29860000307675601011|4343611,29860000307675601011,4343611,CUMPLE,Item: 4343611 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: GUANTES DE BOX
29860000307677001011|5166128,29860000307677001011,5166128,CUMPLE,Item: 5166128 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SUDADERA ALGODON PARA MUJER
29860000307677601013|4004301,29860000307677601013,4004301,INSPECCIÓN,Item: 4004301 - Tipo: ADHERIBLE - NOM: NOM-015-SCFI-2007 - Criterio: REVISADO - Descripción: DIANA ADHERENTE CON 3 PELOTAS
